X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.07832374,38.8989879,30370905,38.898984,-77.078317,21st St & N Pierce St,classic,355,active,2021/11/07 21:27:17+00,2,0,13,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05323194,38.85897772,30370906,38.858971,-77.05323,Eads St & 15th St S,classic,1,active,2021/11/07 22:27:58+00,9,0,6,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.04923219,38.8564301,30370907,38.856425,-77.049232,Crystal Dr & 20th St S,classic,3,active,2021/11/07 21:59:40+00,6,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.04941974,38.86106035,30370908,38.861056,-77.049417,Crystal Dr & 15th St S,classic,4,active,2021/11/07 19:39:22+00,11,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,16,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05948723,38.85787568,30370909,38.857866,-77.05949,Aurora Hills Cmty Ctr / 18th St & S Hayes St,classic,5,active,2021/11/07 18:37:04+00,6,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05994029,38.86230759,30370910,38.862303,-77.059936,Pentagon City Metro / 12th St & S Hayes St,classic,6,active,2021/11/07 21:53:06+00,9,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,18,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.06342087,38.8633237,30370911,38.863314,-77.063416,Army Navy Dr & S Joyce St,classic,7,active,2021/11/07 20:28:10+00,7,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,16,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05169871,38.8577893,30370912,38.857785,-77.051698,Crystal City Metro / 18th St & S Bell St,classic,8,active,2021/11/07 22:27:38+00,14,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05151916,38.84847466,30370913,38.848466,-77.051514,Crystal Dr & 27th St S,classic,10,active,2021/11/07 22:32:23+00,5,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05020177,38.84261074,30370914,38.8426,-77.0502,S Glebe Rd & Potomac Ave,classic,11,active,2021/11/07 19:42:59+00,3,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.04972517,38.85293461,30370915,38.852929,-77.049723,Crystal Dr & 23rd St S,classic,12,active,2021/11/07 21:25:55+00,5,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.05152077,38.85069974,30370916,38.850688,-77.05152,Clark St & 26th St S,classic,13,active,2021/11/07 21:02:57+00,7,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.04289888,38.90030348,30370917,38.9003,-77.0429,19th St & Pennsylvania Ave NW,classic,14,active,2021/11/07 20:10:28+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03209325,38.91777413,30370918,38.917765,-77.032096,14th & V St NW,classic,15,active,2021/11/07 22:44:59+00,16,0,15,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,31,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02781978,38.92946803,30370919,38.929464,-77.027822,11th & Kenyon St NW,classic,16,active,2021/11/07 22:58:01+00,19,15,3,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,39,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03541835,38.9261329,30370920,38.926124,-77.035421,15th & Harvard St NW,classic,17,active,2021/11/07 22:08:35+00,21,0,1,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04257807,38.92293255,30370921,38.922925,-77.042581,Adams Mill & Columbia Rd NW,classic,18,active,2021/11/07 21:12:22+00,15,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03220111,38.92680945,30370922,38.9268,-77.0322,14th & Harvard St NW,classic,19,active,2021/11/07 21:58:34+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04764076,38.92320986,30370923,38.923203,-77.047637,Calvert & Biltmore St NW,classic,20,active,2021/11/07 18:42:52+00,19,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03880049,38.93190615,30370924,38.9319,-77.0388,Lamont & Mt Pleasant NW,classic,21,active,2021/11/07 22:55:04+00,2,0,17,4,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.01789973,38.87670803,30370925,38.876697,-77.017898,4th & M St SW,classic,22,active,2021/11/07 22:18:24+00,4,0,16,0,3,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03443021,38.90981009,30370926,38.909801,-77.034427,15th & P St NW,classic,23,active,2021/11/07 22:31:38+00,10,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03201041,38.91305379,30370927,38.913046,-77.032008,14th & R St NW,classic,24,active,2021/11/07 22:08:36+00,15,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03229665,38.90860359,30370928,38.9086,-77.0323,14th & Rhode Island Ave NW,classic,25,active,2021/11/07 23:00:35+00,9,0,12,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04500603,38.89631198,30370929,38.8963,-77.045,20th & E St NW,classic,26,active,2021/11/07 22:38:48+00,6,0,9,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04644985,38.90071651,30370930,38.900711,-77.046449,21st & I St NW,classic,27,active,2021/11/07 22:40:39+00,23,0,11,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,35,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02417782,38.9366935,30370931,38.936684,-77.024181,Georgia & New Hampshire Ave NW,classic,28,active,2021/11/07 20:39:13+00,16,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03280572,38.93751115,30370932,38.9375,-77.0328,14th St & Spring Rd NW,classic,29,active,2021/11/07 22:57:36+00,16,0,3,3,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.99550411,38.93460599,30370933,38.9346,-76.9955,John McCormack Dr & Michigan Ave NE,classic,30,active,2021/11/07 15:50:12+00,9,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.01902462,38.90304835,30370934,38.90304,-77.019027,5th & K St NW,classic,31,active,2021/11/07 22:25:25+00,3,0,15,3,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.97690314,38.88960713,30370935,38.8896,-76.9769,19th & East Capitol St SE,classic,32,active,2021/11/07 19:30:33+00,13,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03149939,38.93080933,30370936,38.9308,-77.0315,Park Rd & Holmead Pl NW,classic,33,active,2021/11/07 22:41:42+00,33,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,35,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.96918092,38.8616703,30370937,38.861663,-76.969184,Good Hope & Naylor Rd SE,classic,34,active,2021/11/07 17:22:07+00,14,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.05798239,38.9342764,30370938,38.934267,-77.057979,Connecticut Ave & Newark St NW / Cleveland Park,classic,35,active,2021/11/07 21:39:28+00,8,0,3,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.96070325,38.87800901,30370939,38.878,-76.9607,Randle Circle & Minnesota Ave SE,classic,36,active,2021/11/07 18:44:59+00,3,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.94744739,38.89707454,30370940,38.897063,-76.947446,Minnesota Ave Metro/DOES,classic,37,active,2021/11/07 04:04:11+00,11,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.94187598,38.90139592,30370941,38.901385,-76.941877,Nannie Helen Burroughs & Minnesota Ave NE,classic,38,active,2021/11/07 04:04:13+00,2,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.99464447,38.86267418,30370942,38.862669,-76.994637,Anacostia Metro,classic,39,active,2021/11/07 04:59:34+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.98804148,38.86738509,30370943,38.867373,-76.988039,Good Hope Rd & MLK Ave SE,classic,40,active,2021/11/07 14:12:40+00,5,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04359899,38.89520449,30370944,38.8952,-77.0436,19th & E Street NW,classic,41,active,2021/11/07 04:04:15+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.00064804,38.91908474,30370945,38.919077,-77.000648,4th & W St NE,classic,42,active,2021/11/07 22:33:47+00,4,0,10,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02590086,38.91720814,30370946,38.9172,-77.0259,10th & U St NW,classic,43,active,2021/11/07 22:23:39+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02220181,38.92491102,30370947,38.9249,-77.0222,Georgia Ave and Fairmont St NW,classic,44,active,2021/11/07 21:31:52+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.00570668,38.87430402,30370948,38.8743,-77.0057,1st & N St SE,classic,45,active,2021/11/07 22:43:01+00,1,0,38,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,39,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04460298,38.91540984,30370949,38.9154,-77.0446,20th St & Florida Ave NW,classic,46,active,2021/11/07 21:58:01+00,8,0,6,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02219889,38.91550633,30370950,38.9155,-77.0222,7th & T St NW,classic,47,active,2021/11/07 21:34:44+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.05341285,38.85439235,30370951,38.854381,-77.053412,Eads St & 22nd St S,classic,48,active,2021/11/07 22:21:13+00,9,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.0037016,38.87630397,30370952,38.8763,-77.0037,M St & New Jersey Ave SE,classic,49,active,2021/11/07 21:49:51+00,5,0,11,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04440365,38.91010401,30370953,38.9101,-77.0444,Massachusetts Ave & Dupont Circle NW,classic,51,active,2021/11/07 21:50:42+00,17,0,24,0,3,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,45,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.00549014,38.90570723,30370954,38.905697,-77.005483,1st & M St NE,classic,52,active,2021/11/07 22:35:06+00,0,0,14,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04731779,38.9057158,30370955,38.905711,-77.047318,New Hampshire Ave & Ward Pl NW,classic,53,active,2021/11/07 22:53:33+00,6,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03863476,38.90276425,30370956,38.90276,-77.03863,17th & K St NW,classic,54,active,2021/11/07 22:51:19+00,7,0,15,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.01528855,38.89941853,30370957,38.899408,-77.015289,3rd & H St NW,classic,55,active,2021/11/07 22:35:26+00,4,0,10,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.00230744,38.8851052,30370958,38.8851,-77.0023,3rd & D St SE,classic,56,active,2021/11/07 21:25:18+00,9,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.98620684,38.88031195,30370959,38.8803,-76.9862,Potomac & Pennsylvania Ave SE,classic,57,active,2021/11/07 19:38:50+00,0,0,15,3,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.9879121,38.88292457,30370960,38.882915,-76.987907,13th & E St SE,classic,58,active,2021/11/07 20:36:13+00,4,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03869748,38.91210589,30370961,38.9121,-77.0387,17th & Corcoran St NW,classic,59,active,2021/11/07 21:31:28+00,3,0,15,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.06389688,38.94456079,30370962,38.944551,-77.063896,Van Ness Metro / UDC,classic,60,active,2021/11/07 22:48:20+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.01350419,38.91260697,30370963,38.9126,-77.0135,Florida Ave & R St NW,classic,61,active,2021/11/07 22:36:37+00,8,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.99530015,38.87920464,30370964,38.8792,-76.9953,8th & Eye St SE / Barracks Row,classic,62,active,2021/11/07 21:55:14+00,5,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.08716821,38.93874441,30370965,38.938736,-77.087171,Ward Circle / American University,classic,63,active,2021/11/07 18:06:33+00,14,0,0,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.07275773,38.93488971,30370966,38.934881,-77.072755,Wisconsin Ave & Newark St NW,classic,64,active,2021/11/07 21:26:08+00,14,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03282199,38.9477806,30370967,38.947774,-77.032818,14th St Heights / 14th & Crittenden St NW,classic,65,active,2021/11/07 18:14:07+00,4,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.97839728,38.86578922,30370968,38.865784,-76.9784,Anacostia Library,classic,66,active,2021/11/07 10:20:09+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.97101981,38.87306642,30370969,38.873057,-76.971015,Pennsylvania & Minnesota Ave SE,classic,67,active,2021/11/07 19:45:36+00,2,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.99680956,38.88696091,30370970,38.886952,-76.996806,Eastern Market / 7th & North Carolina Ave SE,classic,68,active,2021/11/07 22:07:30+00,3,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03169313,38.89964044,30370971,38.899632,-77.031686,14th St & New York Ave NW,classic,69,active,2021/11/07 19:59:27+00,7,0,16,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.9479799,38.89401194,30370972,38.894,-76.947974,Benning Branch Library,classic,70,active,2021/11/07 04:09:13+00,7,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02824093,38.88628191,30370973,38.886277,-77.028242,USDA / 12th & C St SW,classic,71,active,2021/11/07 16:18:50+00,19,0,20,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,39,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.05914386,38.90232327,30370974,38.902314,-77.059142,Georgetown Harbor / 30th St NW,classic,72,active,2021/11/07 21:20:17+00,3,0,15,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.99101758,38.93367787,30370975,38.933668,-76.991016,12th & Newton St NE,classic,73,active,2021/11/07 16:32:55+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04658441,38.89492407,30370976,38.894919,-77.046587,US Dept of State / Virginia Ave & 21st St NW,classic,74,active,2021/11/07 16:26:24+00,15,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02224742,38.8862742,30370977,38.886266,-77.022241,L'Enfant Plaza / 7th & C St SW,classic,75,active,2021/11/07 18:48:01+00,4,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02601888,38.89303871,30370978,38.893028,-77.026013,10th St & Constitution Ave NW,classic,76,active,2021/11/07 21:30:47+00,15,0,16,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,31,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.05557761,38.89729835,30370979,38.897293,-77.05557,Kennedy Center,classic,77,active,2021/11/07 22:07:30+00,11,0,7,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.99523067,38.8841052,30370980,38.884095,-76.995234,Eastern Market Metro / Pennsylvania Ave & 8th St SE,classic,78,active,2021/11/07 22:20:07+00,6,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
