X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.04282404,38.81403881,30371068,38.814031,-77.042817,N Pitt St & Montgomery St,classic,641,active,2021/11/07 07:58:16+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.04692093,38.89831108,30371069,38.898302,-77.046913,21st St & G st NW,classic,645,active,2021/11/07 22:35:05+00,14,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.01765881,38.88113119,30371070,38.881123,-77.017658,4th St & G St SW,classic,646,active,2021/11/07 21:09:13+00,3,0,14,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.01382432,38.95810787,30371071,38.958098,-77.013821,Kansas Ave & Longfellow St NW,classic,647,active,2021/11/07 19:13:42+00,15,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04592335,38.85290915,30371072,38.852903,-77.045916,National Airport,classic,648,active,2021/11/07 22:17:15+00,3,0,15,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.35530422,38.9490199,30371073,38.949008,-77.355299,Vy Reston Heights,classic,625,active,2021/11/07 16:45:58+00,6,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.05687743,38.8648495,30371074,38.864838,-77.056873,Fern St & Army Navy Dr,classic,649,active,2021/11/07 17:47:55+00,8,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.07489139,38.8908736,30371075,38.890863,-77.074893,Arlington Blvd & Ft Myer Dr,classic,650,active,2021/11/07 16:42:20+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.0594947,38.85301112,30371076,38.853002,-77.059496,23rd St S & Hayes St,classic,651,active,2021/11/07 17:37:31+00,13,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.07385834,38.89507216,30371077,38.895068,-77.07386,Wilson Blvd & N Oak St,classic,652,active,2021/11/07 18:00:35+00,9,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.0842687,38.88626393,30371078,38.886256,-77.084262,Arlington Blvd & Fairfax Dr,classic,653,active,2021/11/07 15:40:27+00,12,0,4,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,16,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.01381757,38.8637545,30371079,38.863743,-77.013814,2nd & V St SW / James Creek Marina,classic,654,active,2021/11/07 22:11:19+00,13,0,5,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.00591391,38.87184472,30371080,38.871841,-77.00591,1st St & Potomac Ave SE,classic,655,active,2021/11/07 22:07:30+00,10,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.04549252,38.91803993,30371081,38.918036,-77.045487,20th & Columbia Rd NW,classic,656,active,2021/11/07 21:44:19+00,7,0,12,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.00216888,38.87682649,30371082,38.876823,-77.002161,3rd & M st SE,classic,657,active,2021/11/07 21:03:26+00,23,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.92531703,38.88332471,30371083,38.883318,-76.925315,53rd & D St SE/C.W. Harris Elementary,classic,659,active,2021/11/06 09:44:24+00,18,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.10611831,38.83731235,30371084,38.837306,-77.106111,N Hampton Dr & Ford Ave,classic,662,active,2021/11/07 14:33:23+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.135794,38.80971564,30371085,38.809709,-77.135788,Whiting & Lane Dr,classic,663,active,2021/11/07 17:53:12+00,5,0,10,7,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.11001291,38.81585055,30371086,38.815842,-77.110014,N Howard St & Taney Ave,classic,664,active,2021/11/07 04:04:09+00,4,0,11,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-76.97093682,38.87877772,30371087,38.878771,-76.97093,Anacostia Roller Skating Pavillion,classic,665,active,2021/11/07 14:57:21+00,9,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.05195441,38.84503324,30371088,38.845028,-77.051956,S Clark St & 33rd St,classic,667,active,2021/11/07 19:26:01+00,6,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.11811326,38.85402953,30371089,38.854019,-77.118106,Columbia Pike & S Greenbrier St,classic,668,active,2021/11/07 14:10:10+00,11,0,4,3,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.11058581,38.8288943,30371090,38.828887,-77.110588,Kenmore Ave & Seminary Rd,classic,669,active,2021/11/07 04:04:10+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.07145013,38.89609161,30371091,38.896087,-77.071452,Rosslyn Metro / Wilson Blvd & N Moore St,classic,670,active,2021/11/07 22:26:23+00,18,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,21,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.16211724,38.88715473,30371092,38.88715,-77.16212,W&OD Trail & Langston Blvd,classic,671,active,2021/11/07 18:18:07+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-76.87801225,39.00032068,30371093,39.00031,-76.878005,Roosevelt Center & Crescent Rd,classic,672,active,2021/11/07 13:48:34+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",133,2021/11/07 23:02:59+00,,Prince George's County
-76.89124475,39.00619806,30371094,39.006191,-76.891247,Crescent Rd & Ridge Rd,classic,673,active,2021/11/07 14:08:15+00,11,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",133,2021/11/07 23:02:59+00,,Prince George's County
-76.9162449,39.00247122,30371095,39.002459,-76.916243,Greenbelt Station Parkway,classic,674,active,2021/11/07 18:37:53+00,4,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",133,2021/11/07 23:02:59+00,,Prince George's County
-77.3593485,38.96634858,30371096,38.966344,-77.359341,Baron Cameron Ave & North Hampton Ave,classic,675,active,2021/11/07 15:13:37+00,7,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.33777706,38.93607281,30371097,38.936061,-77.337775,Ridge Heights Rd & Seahawks Dr,classic,676,active,2021/11/07 16:32:02+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.32928016,38.9668515,30371098,38.966848,-77.329282,Becontree Ln & Goldenrain Ct,classic,677,active,2021/11/07 04:54:42+00,5,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.32675973,38.97081321,30371099,38.970807,-77.326761,Ring Rd & North Shore Dr,classic,678,active,2021/11/07 04:54:37+00,2,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35183794,38.97363212,30371100,38.973625,-77.351837,Reston Pkwy & Bennington Woods Rd,classic,679,active,2021/11/07 04:54:35+00,11,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.33436486,38.96599029,30371101,38.965979,-77.334359,Inlet Ct & Wiehle Dr,classic,680,active,2021/11/07 04:54:36+00,9,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.34254467,38.96331817,30371102,38.963314,-77.342546,Fairway Dr & Hook Rd,classic,681,active,2021/11/07 16:55:29+00,9,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.34849203,38.96670574,30371103,38.9667,-77.348487,Vantage Hill Rd & Wainwright Dr,classic,682,active,2021/11/07 04:54:36+00,10,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.33929347,38.95903068,30371104,38.959025,-77.339295,Links Dr & Wedge Dr,classic,684,active,2021/11/07 17:01:31+00,2,0,9,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35354898,38.94401658,30371105,38.944013,-77.353552,Golf Course Sq and Golf Course Dr,classic,685,active,2021/11/07 17:42:23+00,11,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.36230101,38.9433592,30371106,38.94335,-77.362304,South Lakes Dr and Reston Pkwy,classic,686,active,2021/11/07 20:18:40+00,5,0,4,0,3,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35406527,38.93880819,30371107,38.938797,-77.354067,Olde Crafts Dr and Cartwright Pl,classic,687,active,2021/11/07 04:54:36+00,10,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.36787514,38.93715304,30371108,38.937146,-77.367868,Green Range Dr and Glade Dr,classic,688,active,2021/11/06 13:48:53+00,9,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.04410249,38.87056635,30371109,38.870561,-77.044095,Long Bridge Aquatic Center,classic,695,active,2021/11/07 16:18:48+00,7,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-77.11634399,38.85705814,30371110,38.857049,-77.116339,8th Rd & S Frederick St,classic,696,active,2021/11/06 14:59:35+00,12,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2021/11/07 23:02:59+00,,"Arlington, VA"
-76.99602381,38.92240875,30371111,38.922404,-76.996023,MBT & Bryant St NE,classic,697,active,2021/11/07 22:55:14+00,12,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.1055607,38.81852118,30371112,38.818509,-77.105564,N Howard St & N Imboden St,classic,698,active,2021/11/07 04:04:09+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.22281027,38.87860483,30371113,38.878601,-77.222808,Hartland Rd & Harte Pl,classic,701,active,2021/11/07 04:54:35+00,9,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.34182084,38.98321061,30371114,38.983199,-77.341823,North Village and Park Garden,classic,702,active,2021/11/07 04:54:38+00,9,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.02268388,38.91772229,30371115,38.917716,-77.022684,8th & V St NW,classic,704,active,2021/11/07 22:51:39+00,17,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03856943,38.90986285,30371116,38.909858,-77.038566,17th & P St NW,classic,705,active,2021/11/07 21:22:53+00,7,0,10,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.10366893,38.9272994,30371117,38.927294,-77.103662,Arizona Ave & MacArthur Blvd NW,classic,706,active,2021/11/07 15:04:10+00,11,0,8,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.02716965,38.91820778,30371118,38.918199,-77.027171,11th & V st NW,classic,707,active,2021/11/07 22:48:54+00,10,0,8,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.06309029,38.84129826,30371119,38.841291,-77.063093,Mount Vernon Ave & Bruce St,classic,414,active,2021/11/07 19:05:53+00,4,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.05377327,38.79756674,30371120,38.797557,-77.053766,Lee Center,classic,415,active,2021/11/07 16:32:38+00,9,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.04778987,38.81875733,30371121,38.818748,-77.047783,Powhatan St & Bashford Ln,classic,416,active,2021/11/07 18:50:58+00,11,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.04784316,38.82954946,30371122,38.829545,-77.047844,Potomac Ave & Swann Ave,classic,417,active,2021/11/07 20:10:53+00,4,0,15,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",40,2021/11/07 23:02:59+00,,"Alexandria, VA"
-77.03222496,38.92855706,30371123,38.928552,-77.032224,14th & Irving St NW,classic,418,active,2021/11/07 23:00:15+00,29,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,31,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.03444908,38.90114405,30371124,38.901136,-77.034451,Vermont Ave & I St NW,classic,419,active,2021/11/07 22:35:01+00,21,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,25,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.08021386,38.94982058,30371125,38.949813,-77.080217,Wisconsin Ave & Brandywine St NW,classic,420,active,2021/11/07 08:37:48+00,25,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,25,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.97192615,38.91264042,30371126,38.91263,-76.971923,24th & R St NE / National Arboretum,classic,421,active,2021/11/07 23:01:52+00,10,0,7,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.92591325,38.8974142,30371127,38.897407,-76.925907,Division Ave & Foote St NE,classic,422,active,2021/11/07 10:29:58+00,7,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-76.98235986,38.87069947,30371128,38.870695,-76.982359,16th & Q St SE / Anacostia HS,classic,423,active,2021/11/07 18:34:03+00,10,0,13,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
-77.24066015,38.9292686,30371129,38.929261,-77.240654,Spring Hill Metro,classic,424,active,2021/11/06 11:49:38+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.23596045,38.92403532,30371130,38.92403,-77.235955,Westpark Dr & Leesburg Pike,classic,425,active,2021/11/07 12:03:06+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.22118521,38.91947897,30371131,38.919475,-77.221179,Tysons One Pl & Chain Bridge Rd,classic,427,active,2021/11/07 12:31:34+00,3,0,8,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.22211229,38.92094557,30371132,38.920939,-77.222115,Tysons Corner Station,classic,428,active,2021/11/07 22:01:23+00,7,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.21767178,38.92444917,30371133,38.924437,-77.217664,Westpark & Jones Branch Dr,classic,429,active,2021/11/07 04:34:24+00,2,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.21926314,38.93192312,30371134,38.931911,-77.219261,Jones Branch & Westbranch Dr,classic,430,active,2021/11/07 04:34:25+00,5,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,13,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.22540097,38.92892968,30371135,38.928919,-77.225394,Westpark & Park Run Dr,classic,431,active,2021/11/07 04:35:28+00,10,0,1,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.23182535,38.93264657,30371136,38.932636,-77.231825,Tysons West Transit Center,classic,432,active,2021/11/07 04:34:26+00,11,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.33868818,38.9700496,30371137,38.970046,-77.338686,North Shore & Cameron Crescent Dr/Crescent Apartments,classic,433,active,2021/11/07 04:34:26+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.36190231,38.96253018,30371138,38.962524,-77.361902,Town Center Pkwy & Bowman Towne Dr,classic,434,active,2021/11/07 04:34:27+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35881938,38.96209828,30371139,38.962095,-77.358815,Reston Regional Library,classic,435,active,2021/11/07 04:34:25+00,8,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35633107,38.96058348,30371140,38.960574,-77.356324,New Dominion Pkwy & Fountain Dr,classic,436,active,2021/11/07 10:53:30+00,12,0,2,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35165409,38.95508454,30371141,38.955079,-77.351649,Sunset Hills & Old Reston Ave,classic,437,active,2021/11/07 19:34:37+00,6,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.35971693,38.95704185,30371142,38.957037,-77.359718,Reston Town Center Transit Station,classic,438,active,2021/11/07 17:55:48+00,6,0,11,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",104,2021/11/07 23:02:59+00,,"Fairfax, VA"
-77.00597263,38.8849249,30371143,38.884916,-77.005965,1st & D St SE,classic,439,active,2021/11/07 22:18:40+00,18,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/11/07 23:02:59+00,,"Washington, DC"
